sentence,label,idx,target
"question: It doesn't really rain a lot in Colorado.  If I buy this will it rain more??? product: BETTER BRELLA Wind-Proof Reverse Open Upside Down 41.5"" wide Umbrella ... (Blue)",1,18662,funny
question: where's it shipping from product: Winning Moves Games Classic Ouija,0,15710,not funny
question: Did you baked them? product: Bauer Vapor APX2 Senior Hockey Skates,1,8268,funny
question: How do you activate the terro-pco? product: TERRO T300 Liquid Ant Baits - 1 Pack,0,12367,not funny
question: I'm gonna be mad if a snake comes out and bites my grandma again. Are these def Dino eggs? product: Toysmith Ginormous Grow Dino Egg Toy,1,18763,funny
question: Does this drone have Follow me feature  if so is it a 3D followme or just 2D product: Brushless Drone with Camera for Adults - Force 1 Drone F100 Ghost Drone Compatible GoPro Camera Drones with HD 1080p Drone Camera and Extra Long Range Drone Battery,0,1634,not funny
question: Does it have the word pokemon on the back? i really want a pokemon hat but i wanna be able to wear it at work without it being too obvious. product: Pokemon Ash Ketchum Unisex-Adult Trucker Hat -One-Size Redl/White,1,10520,funny
question: Is this one louder when unplugged than the pbmspg100? product: Pyle Street Blaster X High Powered Portable BoomBox Stereo Speaker w/ Wireless Bluetooth / NFC USB Recording  Rechargeable Battery AUX Input FM Radio MP3 System Mic and Guitar Input - PBMSPG200,0,12060,not funny
question: will it try to kill me in my sleep? product: Cozmo (Old Packaging),1,1531,funny
question: I am looking for a dust polen and gas polluton contamination prevent mask. Does it work in that way? I want to run and do not breathe pollution product: Aduro Sport Workout Training Mask - for Running Biking Training and Fitness Achieve High Altitude Elevation Effects with 4 Level Air Flow Regulator [Peak Resistance] - Black,0,8016,not funny
question: Is this book the second Donald trump book winners still aren't losers? product: Winners Aren't Losers Donald Trump Children's Book,0,11471,not funny
question: Will this work with iPhone 6s? product: AYL Bluetooth Headphones V4.1 Wireless Sport Stereo in-Ear Noise Cancelling Sweatproof Headset with APT-X/Mic for Smartphones,0,2161,not funny
question: Do you have any images? product: Hutzler 571 Banana Slicer,0,1090,not funny
question: Can I use wet food? product: HoneyGuaridan A25 Automatic Pet Feeder Food Dispenser with Removable Food Container Portion ControlVoice Recording and Timer Programmable 6-Meal for Dogs (Medium and Small) and Cats & Small Animal,0,15357,not funny
question: Where can I order the 10 feet version? product: AudioQuest Diamond 2m (6.56 feet) Braided HDMI Cable,0,8713,not funny
question: Does it come with the cute girl in the picture of her using the phone to make a call? product: NUU Mobile G3-64GB/4GB RAM - 13MP+5MP Rear Camera 13MP Front Selfie Camera - Dual-SIM 4G LTE Unlocked Cell Phone- Blue-One-Year US Warranty,1,9706,funny
question: Va-poo-rized...But where does it go? product: RMR-86 Instant Mold Stain & Mildew Stain Remover (1 Gallon),1,6369,funny
"question: Would this be suitable as a ""Trump"" costume? product: Leg Avenue Men's 2 Piece Military General Costume Black Medium/Large",1,13590,funny
question: Stop selling this you cruel people (?) can't post without question mark? product: Kopi Luwak Direct Wild Kopi Luwak Coffee 2.4 oz / 70 Grams,0,3154,not funny
question: Does this work as it does on the show? product: LRRH Anime Death Note Cosplay Notebook Feather Pen,0,14567,not funny
question: Does your wish come true lol product: MINILUJIA 30M Waterproof Binary Fashion Led Touch Screen Watch Classic Creative Fashion Unique Watch Wish Tree and Brain Watch with Soft Faux Leather Black Band (Wish Tree),1,4044,funny
question: As a woman who is only a 4 will this ornament grab me so I can hang it on the tree? product: Trump Make America Great Again Red Cap Collectible Ornament,1,7551,funny
"question: Does it come with batteries? product: Douglas Cuddle Toys Plush Brushy Hamster 5""",0,2487,not funny
"question: Can it be inflated with helium? product: Jet Creations T-Rex Dinosaur Tyrannosaurus Inflatable 37"" for pool party decoration birthday gift kids and adults DI-TYR3 Multicolor",0,14992,not funny
"question: Is it bendable? product: Product Works 87770 24"" The Original Charlie Brown Artif",0,16522,not funny
question: Will the color of plastic stemless wine glasses fade? product: Ketia Stemless Plastic Wine Glasses with Saying[4 PCS/Set 16 Oz]~ Premium Quality Wine Tumbler~ Shatterproof Reusable Plastic Wine Cups~Great Whale~Indoor/Outdoor Barware ~,0,16,not funny
question: My husband is 6’ 2” and wears size XL. Will this work for him? product: Vive Shoulder Abduction Sling - Immobilizer for Injury Support - Pain Relief Arm Pillow for Rotator Cuff Sublexion Surgery Dislocated Broken Arm - Brace Includes Pocket Strap Stress Ball Wedge,0,13303,not funny
question: can I eat it? product: Nine States Soft Silicone Watermelon Protective Case for Apple iPhone 5 5s (Red),1,13178,funny
question: What if you dump it in the aircraft while your in the aircraft? Are you removed with it? product: Rust-Oleum Automotive 255448 32-Ounce Aircraft Remover Quart,1,8669,funny
question: how long is it? product: Buzz Bee Toys Air Warriors Predator Blaster,0,3253,not funny
question: Is this the same miracle skin lightener cream that transformed a Middle Eastern dark complected Jesus into a Caucasian Anglo-saxon Jesus? product: BLOWOUT! Skin Lightening Cream - enLIGHTen Miracle Skin Whitener - Fade Cream Best for Dark Spots Melasma Hyperpigmentation Discoloration,1,16872,funny
question: Can you see tbrough it very well? product: Faux Real Hillary Rodham Clinton Halloween Costume Face Mask - One Size Fits Most,0,6297,not funny
question: Is this 30 oz package come individually wrapped? product: Pepperidge Farm Goldfish Crackers Cheddar 30 oz Carton,0,17307,not funny
question: Any idea where the salt comes from originally? I've read some negatives on salt from Pakistan. product: The Spice Lab Pink Himalayan Salt Coarse - 2.2 Lb / 1 Kilo Pure Gourmet Crystals - PACKED IN USA Nutrient and Mineral Dense - Kosher and Natural Certified,0,4358,not funny
question: will these fit tiny hands? product: Ivanka Trump Womens ISSA,1,3980,funny
question: will this protect me agains glass covered thread at normal speed in my motorcycle? product: Hatch Centurion Kevlar Neck Protection One Size Black,0,14633,not funny
question: Not a question but a statement.  I find the Obama roll disrespectful and offensive.  Doesn't matter if you are for him or against him he is our Pres product: Big Mouth Toys Funny Toilet Paper: Obama,0,8767,not funny
question: so if I get this game I wont be haunted........right? product: Winning Moves Games Classic Ouija,1,17724,funny
question: Does the hat get impeached if the owner does? product: Trump Make America Great Again Red Cap Collectible Ornament,1,8457,funny
question: Will there be a Katha/ prayer and instruction given? product: Genuine Thai amulet Phra Ngang Phaya Prai hypnotizing oil. Thai occult sorcery talisman. Lucky pendant blessed with Khmer Magic spell. Love attraction charms granting all wishes,0,2276,not funny
question: Are those pokeballs on top of the kit ? product: Roland Entry-level Electronic V-Drums Set with Mesh Head Snare Pad (TD-1KV),1,16931,funny
question: If this breaks will I be able to upgrade to an apple? product: HABA Biofino Banana in Peel (2 Piece Set),1,4955,funny
"question: I'm 6'6"" 330lbs. Could you make me a Jedi? product: Halloween Tunic Costume Set Cosplay Outfit Brown with White (Large White)",1,17010,funny
question: People say that the battery runs out and it becomes worthless after a time. Is this true and how ling will it take for this to happen? product: Original BB-8 by Sphero (No Droid Trainer),0,7337,not funny
question: can you have oral in them? product: Columbia Mens Newton Ridge Plus II Waterproof Hiking Boot,1,7380,funny
question: If i put my left foot in then take it out is it required that I do the hokie pokie? I'm only concerned because i get dizzy easy. product: New Balance Men's MW577 White Walking Shoe - 11.5 D(M) US,1,18774,funny
question: What is the length of this robe in a size 12 or 14? product: Calvin Klein Girls' Printed Plush Robe,0,6783,not funny
question: Can it run crysis? product: AMD FirePro W9000 Retail Graphics Card 100-505632,1,10918,funny
question: What exactly is this?Is this real absinthe product: Still Spirits Top Shelf Absinthe Essence,0,5007,not funny
question: Can you please tell me the intro song name in the video? product: Made In USA Electric Folding Scooter - URB-E Black Label Edition,1,15843,funny
question: Does this water cure blindness? product: Arrowhead Water Spring 2.5-Gallon (Pack of 2),1,2741,funny
question: Good lord..... Why does this cooler cost so much? product: Sovaro Luxury Cooler White/Gold 45 Quart,0,698,not funny
question: Does Chuck Norris know his replacement has shown up? product: Wenger 16999 Swiss Army Knife Giant,1,15174,funny
question: can the giant orange baby wear this hat in prison? product: Besti Make America Great Again Donald Trump Slogan with USA Flag Cap Adjustable Baseball Hat Red,1,5556,funny
question: Not a forged tamahagane but very beautiful! Does your company make or be willing to make a Zatoichi style? product: DTYES Handmade Japanese Samurai Katana Sword/Ninja Sword/Shirasaya ((Original Katana) Damascus Steel Blade-Musashi Tsuba),0,4665,not funny
question: Voltage? 110 or 110-220? product: TriLuma Lamp Portable Rechargable LED Pod Lights with Adjustable Dimmer 7 Vibrant Colors 2 USB Charger Ports with Wall Hanger Accessories,0,10720,not funny
question: Is there any way to thin this for a dripping effect on stage after a vampire bite? product: Mehron Makeup Stage Blood (4.5 Ounce) (Bright Arterial),1,8256,funny
question: If I buy this can I battle online trade etc? product: Pokemon Omega Ruby Unlocked with All 721 Pokemon,1,7126,funny
question: Does it turn into a man ever? product: Wizarding World of Harry Potter : Ron Weasley Pet Rat Scabbers Plush Toy,1,17629,funny
question: Can I get one of these with the lady? She looks cute. Would that cost extra? How much is shipping on the lady? product: Umbrella Mosquito Net Canopy Patio Table Set Screen House - Large Premium Netting,1,16795,funny
question: I just want to know if this is serious or just a novelty item. product: Uranium Ore,0,16259,not funny
"question: Would my husband divorce me if I purchased these? product: Waterfall Audio ""Niagara"" Diamond Glass Floor Standing Loudspeakers - Pair (Old Version)",1,8360,funny
question: When i buy this bundle will john wick and ninja come to my house tuck me into bed tell me a bedtime story and wish me goodnight? product: Nintendo Switch: Fortnite - Double Helix Console Bundle - Switch,1,3570,funny
question: Could this item be sealed with caulk and then be a greenhouse?? product:  Ikea Greenhouse Indoor/outdoor White,0,15701,not funny
question: Did you perhaps mean almost 8 feet long? 8 inches would be like a gummy dick. product: Giant Gummy Bears  Party Python 8 ft 26.9 lbs,1,12166,funny
question: Can I get just lid replacements product: Sterilite 19483V04 45 Gallon/170 Liter Wheeled Latch Tote Flat Gray with Soft Fern Latches and Black Wheels 4-Pack,0,14799,not funny
question: Is this acutely eatabale product: Think Geek Canned Unicorn Meat,0,12948,not funny
question: Does the girl in the picture come with the shirt???? product: NFL Women's Touchdown Tank Top,1,2277,funny
question: Does the lady in the picture come with the bag? product: Big Joe 0010178 Bean Bag Chair Large Black Onyx Comfort Suede,1,6476,funny
question: are these bluetooth or what wire connector configuration product: BOSS Audio MRWT40 Marine Waketower Speaker System - 400 Watts of Power Per Pair 200 Watts Each 4 Inch Full Range 2 Way Sold in Pairs Marine Grade Weatherproof Sold in Pairs,0,4183,not funny
question: Is frustration-free packaging available? product: Patek Philippe Grand Complication Men's Platinium - 5496P-001,0,10671,not funny
question: these arent military mre's. the real ones only display the menu number not the contents. product: MREs (Meals Ready-to-Eat) Genuine U.S. Military Surplus (1 Pack) Assorted Flavor,0,9074,not funny
question: Does it work with a lap steel guitar? product: Behringer Super Fuzz SF300 3-Mode Fuzz Distortion Instrument Effects Pedal,0,6664,not funny
question: This is ridiculous that you would attempt to keep reviews for a knife sharpener yet you’re selling headphones...very misleading. reported? product: Earbuds HokoAcc in-Ear Headphones Noise Isolation Headsets Heavy Bass Earphones with Microphone Compatible iPhone Samsung iPad and Most Android Phones,0,9481,not funny
question: When will it be available in Europe? product: AWS DeepLens - Deep learning enabled video camera for developers,0,9723,not funny
question: Do you have any of that U235 stuff?  Signed Mullahs of Iran product: Uranium Ore,1,15233,funny
question: Can I turn into a unicorn?? product: ThinkGeek Easy-Open Canned Unicorn Meat: Excellent Source of Sparkles Magic in Every Bite 5.5 Ounce - Stuffed Plush Toy,1,19006,funny
question: Does it have windows movie maker? product: Dell Alienware Area-51 Gaming Machine (Intel Core i7-5820K 6-cores 32GB DDR4 Ram 18 TB HDD Windows 7 Professional),0,1267,not funny
question: I'm stuck in a tesseract and keep finding myself 3000 years in the past. Will the red version of this anorak keep me safe from druids? product: Charles River Apparel Men's Classic Solid Windbreaker Pullover,1,11830,funny
"question: Will I be able to switch my Tarus 4510 ""The Judge"" pistol for this unit ?  Will it fit the Judge's quick-draw shoulder holster? product: Hutzler 571 Banana Slicer",0,9283,not funny
question: Who else is here because of love and basketball?😂😂 product: IDENTIGENE DNA Paternity Test Collection Kit,1,3783,funny
question: How much comes with it? product: Uranium Ore,0,12746,not funny
question: Ok.. seriously all these great games coming out at once mg v mad max and this? decisions decisions! product: Fallout 4 - PlayStation 4,0,17121,not funny
question: My guess this cap comes broke is non refundable? product: Trump Make America Great Again Red Cap Collectible Ornament,0,12849,not funny
question: How would I be able to buy just the battery for the blu vivo xl? product: BLU Vivo XL V0030UU 16GB Unlocked GSM 4G LTE Octa-Core Android Phone w/ 13MP Camera - Blue,0,10455,not funny
question: Can this be used to adjust my rotary grommis switch with the vacuum flywheel? product: Wenger 16999 Swiss Army Knife Giant,0,1215,not funny
question: Will this support a water bladder and 2 binders for daily use?!!!! product: HDE Military Tactical Backpack Expandable Small Lightweight Assault Pack 20L MOLLE Combat Bug Out Bag for Outdoors Hiking Camping Trekking and Traveling,0,4804,not funny
question: Trump product: Leg Avenue Men's 2 Piece Military General Costume Black Medium/Large,1,16505,funny
question: If I don't want to die in China should I buy this? product: 3M(TM) Half Facepiece Respirator Assembly 6291/07002(AAD) Medium with 3M(TM) Particulate Filters 2091/07000(AAD) P100,1,10658,funny
question: Where is the baby? There is a crib... but no baby. Where's Waldo product: WHITE MOUNTAIN Puzzles Christmas House - 1000 Piece Jigsaw Puzzle,1,917,funny
question: Is this a good speed cube to start out with product: D-FantiX Cyclone Boys 3x3 Speed Cube Stickerless Magic Cube 3x3x3 Puzzles Toys (56mm),0,7458,not funny
question: Is there a digital edition for sale on Amazon? product: Everybody's Golf - PlayStation 4,0,17807,not funny
question: What is the actual model number i.e dc15 dc25 product: Dyson Ball Multifloor Upright Vacuum Yellow (Renewed),0,4714,not funny
question: Does it work product: Winning Moves Games Classic Ouija,0,14514,not funny
question: Where do the snakes go? product: Holly LifePro Rug Gripper by Best 11 Pcs Anti Curling Premium Gripper - Anti Slip Straight Flatten Rug for Corners & Edges Keeps Your Rug in Place & Makes Corners Flat,1,5678,funny
question: Will this manly backpack explode if it touches a female body? product: Kattee Men’s Leather Canvas Backpack Large School Bag Travel Rucksack Army Green,1,6540,funny
question: Why is the shipping charge $128.20 6 times more than the chair costs? product: Adams 8371-94-3901 Real Comfort Adirondack Chair Bluestone,0,7797,not funny
question: Do the boxes become less effective with each use? product: Debbie Meyer GreenBoxes Food Storage Containers with Lids Keep Fruits Vegetables Baked Goods & Snacks Fresher Longer! BPA Free Microwave & Dishwasher Safe- 32 Piece Set ,0,13801,not funny
question: If I spray it on myself & go interview to become a stripper will they hire me based on experience? product: Chemical Guys Signature Scent Premium Air Freshener and Odor Eliminator (16 oz),1,13918,funny
question: Is the Ghost freindly product: GhostBed Mattress-Twin 11 Inch-Cooling Gel Memory Foam-Mattress in a Box-Most Advanced Adaptive Gel Memory Foam-Coolest Mattress in America-Made in the USA-Industry Leading 20 Year Warranty,1,1026,funny
question: Is this item in america and in american sizes?? product: zeraca Women's Tie Side Bottom Triangle Bikini Swimsuits,0,4396,not funny
question: Do I need to be crazy to order this? product: Theo Chocolate Organic Milk Chocolate with Salted Almonds Bar 3 oz.,1,5202,funny
question: Does Model come with? product: Avidlove Women V-neck Lace Babydoll Mesh Chemise Sleepwear Sexy Open Back Lingerie Green Small,1,15677,funny
question: Would these help protect the arms from thorns when clearing thorny trees and bushes from my building lot? product: BSX Gear Revco Industries BX-KK-18T Double Layer Cut Resistant Kevlar Sleeves 18'' L Black,0,5788,not funny
question: Will this glue stop a .44 caliber slug fired from dirty harry's .44 magnum revolver?  harry wants me to make his day. product: Gorilla Super Glue 15 Gram Clear,1,8565,funny
question: can i use the sword? i'm customizing mystic gohan in kai clothes with z sword. i'm using 1. gohan head 2. zamasu body 3. trunks sword product: Bandai Hobby Figure-Rise Standard Super Saiyan Trunks Dragon Ball Z Model Kit Figure,0,14996,not funny
question: does the dx6e talk to u. product: Spektrum DX6e 6-Channel DSMX Transmitter Only,1,12333,funny
question: How well do these 24K's block out noise? When the music is on? When it's off? product: Monster NTune On-Ear Headphones - Pearl Lavender (Discontinued by Manufacturer),0,8267,not funny
question: Wyatt B. Bolshevik product: Sharp Provolone Piccante Cheese (Whole Wheel) Approximately 11 Lbs,0,1424,not funny
question: Is this a boys shirt or a mens sized shirt? product: Thrasher Magazine Flame Logo T-Shirt - Large- Black,0,7278,not funny
question: Will this actually crack nuts? product: Jeco Inc. 24 Inch Red Nutcracker Drummer Soldier,1,1008,funny
question: Are you supporting animal cruelty? product: The World's Most Exclusive Coffee Kopi Luwak Specialty Arabica House Blend Ground Gourmet Coffee (10g sachet),0,17911,not funny
question: will this fit in a taper sized candle holder? product: CRYSTAL JOURNEY Candle Pillar Love 1 EA,0,12802,not funny
question: How this  works ? Should we light on the candke and put oil in it? product: Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,0,8469,not funny
"question: I'm 5'7"" 177 lbs. will a medium fit well or do these run baggy/big ???   should i go with small ??? product: Jed North Bodybuilding Stringer Gym Tank Top Singlet Racerback",0,15981,not funny
question: Will I get smarter when I buy this? product: Speed Cube Set 1x3x3 Floppy Cube & 3x3x3 Irregular Colorful Magic Cube(2 Pack) Fidget Spinner Creative Puzzle Toy Suitable For All Ages,1,16185,funny
question: If set on the blue color will thanos mistake it for the tesseract and try to take it away. asking for a friend. product: Natural Himalayan Cordless Salt Lamp Rock Crystal Rechargeable&#xFF08;Built-in Battery&#xFF09; Remote Control 15colours Decorative Air Purifier Present for Friend(Multi-Colored),1,10050,funny
question: Am I the first to question the Switch? product: Nintendo Switch - Gray Joy-Con,0,15491,not funny
question: Can it be Used  with X500 main unit? product: THINKWARE TWA-F550R Rearview Camera for F550 Dash Cam,0,9822,not funny
question: Can i sleep for four years straight?  i don't think i can handle trump product: Relaxman Relaxation Capsule,1,17621,funny
question: Since product is made with meo-est a chemical found predominantly  in cancer patients is this product safe? product: TRUE Love - Comfort & Relationship Building Pheromones For Men (A TOP SELLER!),0,11050,not funny
question: Is this real? product: Nintendo Switch Console Gray Joy-Con,1,2290,funny
question: What is the percent of  Bromadiolone in the product per ounce? product: Farnam Just One Bite II Bar 16 - Oz Quantity - 1,0,9296,not funny
question: is it safe to use this product during a thunderstorm? product: Scott 1000 Sheets Per Roll Toilet Paper 27 Rolls Sewer-Safe Septic-Safe 1-Ply Bath Tissue America's Longest Lasting Roll,1,12845,funny
question: why is it a $100000 pc with only 1tb (not solid state!) HD and 8gig mem......? product: Cyberpowerpc Black Gamer Ultra GUA2800w Desktop Pc with AMD Fx-4300 Vishera Quad-core Processor 8gb Memory 1tb Hard Drive and Windows 8.1 (Monitor Not Included),0,6223,not funny
question: Does anyone know if this watch will provide me with a compass and elevation pressure? product: Rolex Daytona Platinum Watch Ice Blue Ceramic 116506 Unworn 2016,0,15244,not funny
question: were you successful in one night stands or more date acceptance wearing this stuff than previously? product: Pheromones For Men Pheromone Cologne [Attract Women] - Bold Extra Strength Human Pheromones Formula by RawChemistry - 1 Fl Oz (Human Grade Pheromones to Attract Women),1,9794,funny
question: What size are these horses? product: Schleich English Thoroughbred with Blanket Playset,0,11151,not funny
question: does the quantum drive take me to another galaxy? product: Airsoft Innovations Cyclone Impact Airsoft Grenade,1,18077,funny
question: A friend used my H571 to slice a few bananas but accidentally sliced too many. Is there any reverse mode to unslice them?  The manual is not helpful. product: Hutzler 571 Banana Slicer,0,10199,not funny
question: When i got the board i metioned gods name jehova the board flew of my table then i read the bible it said that demons scurry off is this safe product: Winning Moves Games Classic Ouija,1,5945,funny
question: Can I order a KKK member to come and help me hang my flag? product: Confederate Rebel Flag 3ft x 5ft Printed Polyester,1,17835,funny
question: Zombie go boom? Full face cut off product: Cold Steel 97KMPS Kukri Plus Machete w. Sheath Fixed Blade,1,18328,funny
question: Is the female model included in the offer? product: VIZ-PRO Double-sided Magetic Mobile Whiteboard 48x36 Inches Plus 48x12 Inches Aluminium Frame & Stand,1,18280,funny
question: Is there a power version that I can plug in to make slicing easier? product: Hutzler 571 Banana Slicer,0,13535,not funny
question: do you have to be in Africa to use the soap or just black? product: Nubian African Black Soap 5 Ounce (pack of 6),1,4057,funny
question: Is this company in owned by the trump family? product: Trumpy Bear - As Seen on TV,1,7038,funny
question: Does it protect against BTDs? product: Benran Outdoor Travel Cute Banana Protector Storage Box (Pink Green Yellow Pack of 3),1,10762,funny
question: Is there real one hundred dollar bills sold on amazon product: Two Dollar Bills - TWO (2) Consecutive Real Uncirculated and Rare $2 Bills in Collectible Currency Holder (Mint Condition),1,7710,funny
question: Can i use it in -10°? product: Kelty Ignite DriDown 20-Degree Sleeping Bag Red 6-Feet,0,16440,not funny
question: does this contain soy or it just the brand name? product: Soylent Meal Replacement Drink Original 14 oz Bottles 12 Pack (Packaging May Vary),0,8975,not funny
question: My partner wear red santa claus costume and i wear bah humbug santa costume black santa vs.red santa who's gonna win? product: Rubie's Bah Humbug Santa Suit Black/White Standard Costume,1,12812,funny
question: I've tried this on 6 occasions with different fabrics. It didn't work.  Am I doing something wrong? product: Downy Wrinkle Release Spray Plus Static Remover Odor Eliminator Steamer for Clothes Accessory Fabric Refresher and Ironing Aid Light Fresh Scent 33.8 Fluid Ounce (Pack of 2),0,10172,not funny
"question: Is the picture on this product a photo of somebody who had an accident using your straws? product: 8"" Assorted Neon Fat Straws 2400/Case",1,17491,funny
question: will this ring fit a 4.5mm stone? product: White Gold Solitaire Semi Mount Engagement Ring Setting,0,13727,not funny
question: Mine hasnt arived yet why product: UFO Detector - Internal magnetometer interfaced with microcontroller for 24 hour/7 days a week monitoring for magnetic anomalies that have been reported with many UFO sightings,0,5574,not funny
question: am i allowed to ride the whale naked product: H2OGO! Whale Rider Inflatable Pool Float,1,18960,funny
question: why do you fight against the bad guys product: Funko POP Television: Power Rangers Pink Vinyl Figure,1,11575,funny
question: So you spray it on & it turns into a yellow bandaid with a blue cartoon character? (Only kidding; sleep deprived.) product: 100% Natural First Aid Spray - Relief For Minor Cuts & Bruises Stings Bites Rashes Sunburn & Skin Irritation - 'Make It Better!' by Vi-Tae® 4.46oz,1,907,funny
question: Can a cat use these? product: Brookstone Wireless Cat Ear Headphones Bluetooth Headset (Color Changing),1,18556,funny
question: does the head move product: Funko Wonder Woman POP Heroes,0,16641,not funny
question: how well can it cut? product: Sapphire Warrior Katana with Sheath,0,12662,not funny
question: can alexa work away from home product: Amazon Echo - Black (1st Generation),0,2894,not funny
question: Do these shorts have that tape like material inside the end of each leg that hold the short's legs down so they do not creep up during your ride ? product: 4ucycling 3D Padded Bike Underwear Shorts - BreathableLightweightMen & Women,0,89,not funny
question: Is the laser as strong as a light saber?  I have a Jedi problem. product: Evolution Power Tools RAGE3 10-Inch Multipurpose Cutting Compound Sliding Miter Saw,1,17296,funny
question: Can i go in the water wearing this? product: Rubie's Adult Jurassic World T-Rex Inflatable Costume,0,15550,not funny
question: Can you provide the top of unicorn i have the recipe to become immortal? product: ThinkGeek Easy-Open Canned Unicorn Meat: Excellent Source of Sparkles Magic in Every Bite 5.5 Ounce - Stuffed Plush Toy,1,15373,funny
question: Would this vest help or get in the way while doing crunches? product: CAP Barbell (HHWV-CB020C) Adjustable Weighted Vest 20-Pound,1,4734,funny
question: If the slicer slice the banana and the banana banane the slice which was born first? product: Hutzler 571 Banana Slicer,1,15416,funny
question: Loved your red wine vinegar mother do you have a white wine mother? product: Supreme Red Wine Mother of Vinegar (8 oz),1,5383,funny
question: Does the scent have notes of orange and gold bombast? product: Trump Success Eau de Toilette Spray for Men 3.4 Fluid Ounce,0,12443,not funny
question: Is this avaliable for Prime? product: 2016 Santa's Sleigh,0,14003,not funny
question: Will the speeds on this send me back to the future? product: Samsung 850 PRO - 1TB - 2.5-Inch SATA III Internal SSD (MZ-7KE1T0BW),1,12829,funny
question: Do you really contact evil spirts product: Winning Moves Games Classic Ouija,1,6179,funny
question: How big (diameter) is each bead? product: Pie Weight - Perfect Crust Pie Stainless Steel Weight Chain - 6 Feet,0,10014,not funny
question: What size is the surface? Will it fit a computer and mouse? product: RoomyRoc Mobile Laptop Desk/Cart/Stand with Adjustable Tabletop and Footrest Computer Table (Black),0,7767,not funny
question: I get random drug tests from my parol officer .will this show up in my urine ? product: ThinkGeek Easy-Open Canned Unicorn Meat: Excellent Source of Sparkles Magic in Every Bite 5.5 Ounce - Stuffed Plush Toy,1,14847,funny
question: can this be pulged into a wall outlet? product: Ohderii 7 Colors Mini Portable Landscape Design Essential Oil Diffuser 180ml Aroma Essential Oil Cool Mist Humidifier with Adjustable Mist Mode Waterless Auto Shut-Off Gifts for Women (Pink),0,13479,not funny
question: why does the shoe have an (m) next to the size does that mean men size product: BOBS from Skechers Women's Plush Peace and Love FlatBlack5 M US,0,16439,not funny
question: Does it come with the girl in the picture?? product: Challenger Mobility Folding Beach Cart Large Balloon Tires Challenger J2020 Sand and Beach Trolley,1,247,funny
question: Will this suffice as a gateway to take me back to a simpler time? product: Super NES Classic,1,17027,funny
question: Hi  I dont know if u r like me i like to prorect items so they dont get scratched my fsther was a coin dealer soo to protect seals coin dealeds sell p product: Talisman Pentacle of Solomon Seal Pendant Hermetic Enochian Kabbalah Pagan Wiccan Jewelry,1,15296,funny
question: is this a full mask that goes all the way over including the back of the head? product: Disguise Costumes Hillary Deluxe Mask Adult,0,8379,not funny
question: Will these wprk to power my time machine? product: Leibish & Co 19.19 Carat Spinel Loose Gemstone Cushion Cut SSEF Certificate,1,7921,funny
question: What's the best product to keep the glass from shattering? product: Moto E Plus (4th Generation) - 16 GB - Unlocked (AT&T/Sprint/T-Mobile/Verizon) - Iron Gray - Prime Exclusive - with Lockscreen Offers & Ads,0,1407,not funny
question: When you put it on do you immediately become stupid or is it a delayed effect? product: Make America Great Again Trump 2016 Unisex-adult Adjustable Hat Red,1,2275,funny
question: My two daughters are alexa and echo. my dog is named amazon. will this cause issues? product: Echo Dot (2nd Generation) - Smart speaker with Alexa - Black,1,1968,funny
question: Is this full or half tang??? product: Dragons Tongue Warrior Short Sword,0,4310,not funny
"question: Will wearing this in public reduce my chances for future job promotions? product: Electro Deflecto Unisex ""Tin"" Foil Hat One Size",1,14624,funny
"question: A review says ""i'm gay"" will i become gay if own this. is this something all gays must have? what if already gay? do i become even more gay than usual product: Uranium Ore",1,1701,funny
question: The board is calling me mama my sister nana my dad papa and calling itself zaza (seriously not joking) what should i do/say? product: Winning Moves Games Classic Ouija,1,174,funny
question: The Oregon license plate has the month and year stickers (tags) on the bottom. Will this frame cover them? product: NCAA Ohio State Buckeyes 2014 2015 College Football Playoff National Champions Chrome Frame 12 x 6-Inch,0,18798,not funny
question: what flavor is it? product: Giant Gummy Bears  Party Python 8 ft 26.9 lbs,0,13784,not funny
question: Does it have a back strap to it? product: Trick or Treat Studios Men's Saw-Reverse Bear Trap Full Head Mask Multi One Size,0,10158,not funny
question: Dose the horse come with it? product: Breyer Traditional Cimarron Western Pleasure Saddle (1:9 Scale),1,7696,funny
question: Is this powder gritty? product: Quest Nutrition Protein Powder Vanilla Milkshake High Protein Low Carb Gluten Free Soy Free 2lb Tub Packaging May Vary,0,17549,not funny
question: Is this the one that partly sinks wen you hit a button? product: Brigamo RC RMS TITANIC 1:325 R/C BOAT RC SHIP Ready to Run (RTR),0,10173,not funny
question: Is this available in a snowflake design? product: Yes There are More than Two Genders Shirt,0,57,not funny
question: Do the lady come with it? product: ezyoutdoor Ezyotudoor 79''x 55''x43'' Canopy Tent Canvas Tent Instant Pop Up Family Beach Tent and Sun Shelter Cabin Dome Tent,1,8182,funny
question: Will this string work in my Green Machine trimmer/brush cutter?  It uses .95string..I just bought it on  Amazon and have not used it yet. product: Husqvarna 639005106 Titanium Force String Trimmer Line .095-Inch by 3-Pound Spool,0,17400,not funny
question: Can I purchase just the remote control for my kenmore/sears standing fan. Fan works great but puppy ate the remote. Mahalo - is it really just a toy? product: The Harry Potter Remote Control Wand,0,5095,not funny
question: do they offer different languages? product: Super Mario Odyssey - Nintendo Switch,0,13865,not funny
