id,bert_sentence,t5_sentence,target,label
13605,Is there a way to order additional cars? [SEP] Melissa & Doug Stacking Train - Classic Wooden Toddler Toy (18 pcs),Is there a way to order additional cars? </s> Melissa & Doug Stacking Train - Classic Wooden Toddler Toy (18 pcs),not funny,0
1412,Earwax (cerumen) might be formulated into a safe and biodegradable insect repellent.,Earwax (cerumen) might be formulated into a safe and biodegradable insect repellent.,funny,1
1399,The perils of bungee jumping,The perils of bungee jumping,funny,1
9420,Is the name tag attached to the shirt? [SEP] Dreamgirl Men's Prison Guard Hugh B. Guilty Costume Blue Medium,Is the name tag attached to the shirt? </s> Dreamgirl Men's Prison Guard Hugh B. Guilty Costume Blue Medium,funny,1
4630,Does Michael Graves come to my house and serve the butter? [SEP] Alessi MGBUT Butter Dish Black,Does Michael Graves come to my house and serve the butter? </s> Alessi MGBUT Butter Dish Black,funny,1
1902,Grain protein and grain yield of tritordeum in comparison to wheat and triticale,Grain protein and grain yield of tritordeum in comparison to wheat and triticale,not funny,0
4083,"can you eat it [SEP] Dylan's Candy Bar ""Lollipop"" Cover for Kindle (will only fit Kindle Kindle Touch & Kindle Paperwhite)","can you eat it </s> Dylan's Candy Bar ""Lollipop"" Cover for Kindle (will only fit Kindle Kindle Touch & Kindle Paperwhite)",funny,1
3390,"Ion Channels, a Practical Approach","Ion Channels, a Practical Approach",not funny,0
10671,"I am 5'1"" 90 would I fit [SEP] Rubie's Adult Jurassic World T-Rex Inflatable Costume","I am 5'1"" 90 would I fit </s> Rubie's Adult Jurassic World T-Rex Inflatable Costume",not funny,0
2097,The Advantages and Challenges of Helical Coils for Small Accelerators-A Case Study,The Advantages and Challenges of Helical Coils for Small Accelerators-A Case Study,not funny,0
5852,is this good for me???? [SEP] HoneyGuaridan A25 Automatic Pet Feeder Food Dispenser with Removable Food Container Portion ControlVoice Recording and Timer Programmable 6-Meal for Dogs (Medium and Small) and Cats & Small Animal,is this good for me???? </s> HoneyGuaridan A25 Automatic Pet Feeder Food Dispenser with Removable Food Container Portion ControlVoice Recording and Timer Programmable 6-Meal for Dogs (Medium and Small) and Cats & Small Animal,funny,1
18267,Any long term users....How has it held up? I will only use this jack 6-8 times a year. My last jack only lasted 2 years (not the same brand) [SEP] Pro-Lift F-767 Grey Low Profile Floor Jack - 2 Ton Capacity,Any long term users....How has it held up? I will only use this jack 6-8 times a year. My last jack only lasted 2 years (not the same brand) </s> Pro-Lift F-767 Grey Low Profile Floor Jack - 2 Ton Capacity,not funny,0
1028,Effects of Exposure to a Mobile Phone on Sexual Behavior in Adult Male Rabbit: An Observational Study.,Effects of Exposure to a Mobile Phone on Sexual Behavior in Adult Male Rabbit: An Observational Study.,funny,1
5070,Does the case really have the spelling errors like labor spelled laror on it like shown in pics?...lol [SEP] Tenive Heavy Duty Lug Nut Labor Saving Tool Torque Multiplier Socket Wrench Set with Case 3 sockets,Does the case really have the spelling errors like labor spelled laror on it like shown in pics?...lol </s> Tenive Heavy Duty Lug Nut Labor Saving Tool Torque Multiplier Socket Wrench Set with Case 3 sockets,funny,1
2850,Effects of Temperature on the Spike Activity of Cortical Neurons in Guinea Pigs,Effects of Temperature on the Spike Activity of Cortical Neurons in Guinea Pigs,not funny,0
2106,Could i fight a hoard of walkers with this? [SEP] Ace Martial Arts Supply Classic Crane Tsuba Handmade Samurai Katana Sharp Sword-Musha (Regular Handle Size) (Regular),Could i fight a hoard of walkers with this? </s> Ace Martial Arts Supply Classic Crane Tsuba Handmade Samurai Katana Sharp Sword-Musha (Regular Handle Size) (Regular),funny,1
3112,Spatio-temporal analysis of monofractal and multifractal properties of the human sleep EEG,Spatio-temporal analysis of monofractal and multifractal properties of the human sleep EEG,not funny,0
1728,Heavy metal uptake and chemical changes in the rhizosphere of Thlaspi caerulescens and Thlaspi ochroleucum grown in contaminated soils,Heavy metal uptake and chemical changes in the rhizosphere of Thlaspi caerulescens and Thlaspi ochroleucum grown in contaminated soils,not funny,0
929,Will it help me take jerusalem? [SEP] SZCO Supplies Brass Crusader Helmet,Will it help me take jerusalem? </s> SZCO Supplies Brass Crusader Helmet,funny,1
1250,Fast Robust Automated Brain Extraction,Fast Robust Automated Brain Extraction,funny,1
2434,Regional and age-related variations in the proportions of hip fractures and major fractures among postmenopausal women: the Global Longitudinal Study of Osteoporosis in Women,Regional and age-related variations in the proportions of hip fractures and major fractures among postmenopausal women: the Global Longitudinal Study of Osteoporosis in Women,not funny,0
242,"Digit Ratios Predict Polygyny in Early Apes, Ardipithecus, Neanderthals and early Modern Humans But Not in Australopithecus","Digit Ratios Predict Polygyny in Early Apes, Ardipithecus, Neanderthals and early Modern Humans But Not in Australopithecus",funny,1
12257,Is this product returnable? it had a rip on it when bought. [SEP] Huzi Infinity Pillow Grey - Use It As a Desk Pillow Neck Cushion Back Support or Noise-canceling Pillow,Is this product returnable? it had a rip on it when bought. </s> Huzi Infinity Pillow Grey - Use It As a Desk Pillow Neck Cushion Back Support or Noise-canceling Pillow,not funny,0
8533,does it come with the hands or do I have to buy them separately? [SEP] EMIE Minimalist Wooden Portable Bluetooth Speaker  Radio-designed Home Speaker with Super Bass  Works with Apple iPhone  iPad  Samsung and More,does it come with the hands or do I have to buy them separately? </s> EMIE Minimalist Wooden Portable Bluetooth Speaker  Radio-designed Home Speaker with Super Bass  Works with Apple iPhone  iPad  Samsung and More,funny,1
431,"The ""bagel head"" cosmetic modification: myths and medical complications for dermatologists to consider.","The ""bagel head"" cosmetic modification: myths and medical complications for dermatologists to consider.",funny,1
479,The way of the samurai snail.,The way of the samurai snail.,funny,1
615,The relationship between craving built and the eating of chocolate bars,The relationship between craving built and the eating of chocolate bars,funny,1
15658,how thick is the blades? [SEP] Zombie Killer Ninja Sword Throwing Knife Set,how thick is the blades? </s> Zombie Killer Ninja Sword Throwing Knife Set,not funny,0
1794,Nodulation and growth ofPhaseolus vulgaris in solution culture,Nodulation and growth ofPhaseolus vulgaris in solution culture,not funny,0
15816,Return policy. Whatnif the product does not meet expectations.  What is the return policy and how do you ship the product back after it has expanded [SEP] Chill Sack Bean Bag Chair: Giant 8' Memory Foam Furniture Bean Bag - Big Sofa with Soft Micro Fiber Cover - Navy,Return policy. Whatnif the product does not meet expectations.  What is the return policy and how do you ship the product back after it has expanded </s> Chill Sack Bean Bag Chair: Giant 8' Memory Foam Furniture Bean Bag - Big Sofa with Soft Micro Fiber Cover - Navy,not funny,0
360,The spermicidal potency of Coca-Cola and Pepsi-Cola,The spermicidal potency of Coca-Cola and Pepsi-Cola,funny,1
7093,Does this work on all bananas? Bananas come in a variety of shapes and sizes. Also is there an ethnic version? I hear they're much larger. [SEP] Benran Outdoor Travel Cute Banana Protector Storage Box (Pink Green Yellow Pack of 3),Does this work on all bananas? Bananas come in a variety of shapes and sizes. Also is there an ethnic version? I hear they're much larger. </s> Benran Outdoor Travel Cute Banana Protector Storage Box (Pink Green Yellow Pack of 3),funny,1
13640,Can I sit on it? [SEP] TriLuma Lamp Portable Rechargable LED Pod Lights with Adjustable Dimmer 7 Vibrant Colors 2 USB Charger Ports with Wall Hanger Accessories,Can I sit on it? </s> TriLuma Lamp Portable Rechargable LED Pod Lights with Adjustable Dimmer 7 Vibrant Colors 2 USB Charger Ports with Wall Hanger Accessories,not funny,0
2690,"Reply to 'Factors influencing the outcome of polypoidal choroidal vasculopathy following combined treatment with photodynamic therapy and intravitreal ranibizumab""","Reply to 'Factors influencing the outcome of polypoidal choroidal vasculopathy following combined treatment with photodynamic therapy and intravitreal ranibizumab""",not funny,0
5601,will this phone kill me with beatiful shock and awe? [SEP] BLU Vivo XL V0030UU 16GB Unlocked GSM 4G LTE Octa-Core Android Phone w/ 13MP Camera - Blue,will this phone kill me with beatiful shock and awe? </s> BLU Vivo XL V0030UU 16GB Unlocked GSM 4G LTE Octa-Core Android Phone w/ 13MP Camera - Blue,funny,1
9318,He's constantly threatening us. How can we make him stop? [SEP] WWE 3 Count Crushers The Rock Figure,He's constantly threatening us. How can we make him stop? </s> WWE 3 Count Crushers The Rock Figure,funny,1
171,"If You Drop It, Should You Eat It? Scientists Weigh In on the 5-Second Rule","If You Drop It, Should You Eat It? Scientists Weigh In on the 5-Second Rule",funny,1
1690,"The Big Five personality traits of professional comedians compared to amateur comedians, comedy writers, and college students","The Big Five personality traits of professional comedians compared to amateur comedians, comedy writers, and college students",funny,1
599,Flatus Retention is the Major Factor in Diverticular Disease,Flatus Retention is the Major Factor in Diverticular Disease,funny,1
12189,Do you send to Texas? [SEP] OrangeTag DragonBall Z Replica Crystal Ball Anime Dragonball Set of 7cs,Do you send to Texas? </s> OrangeTag DragonBall Z Replica Crystal Ball Anime Dragonball Set of 7cs,not funny,0
12522,Do these work with galaxy s8 [SEP] Bluetooth Headphonesbonsalay Wireless Headphones Stereo in-Ear Earpieces with 2 Wireless Built-in Mic Earphone and Charging Case for Most Smartphones-Black,Do these work with galaxy s8 </s> Bluetooth Headphonesbonsalay Wireless Headphones Stereo in-Ear Earpieces with 2 Wireless Built-in Mic Earphone and Charging Case for Most Smartphones-Black,not funny,0
2727,Morphine alters the structure of neurons in the nucleus accumbens and neocortex of rats.,Morphine alters the structure of neurons in the nucleus accumbens and neocortex of rats.,not funny,0
12358,how would they be good for a diet [SEP] Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,how would they be good for a diet </s> Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,not funny,0
2837,Propranolol Degrades Memory Reconsolidation in Conditions of Single and Multiple Combinations of Tones with Pain,Propranolol Degrades Memory Reconsolidation in Conditions of Single and Multiple Combinations of Tones with Pain,not funny,0
3348,Is it made out of people? [SEP] Soylent Powder 1 day (1 bag) (7 Bags / 1 white box),Is it made out of people? </s> Soylent Powder 1 day (1 bag) (7 Bags / 1 white box),funny,1
3044,Valproate and lamotrigine in children and adolescents with drop attacks: follow-up after the first year.,Valproate and lamotrigine in children and adolescents with drop attacks: follow-up after the first year.,not funny,0
647,Proliferating principles; or how to sup with the devil without getting eaten,Proliferating principles; or how to sup with the devil without getting eaten,funny,1
12708,is this 3d or 2d design? [SEP] Gold Bitcoin 2019 Commemorative Celebrate The Bitcoin Lightning Network!,is this 3d or 2d design? </s> Gold Bitcoin 2019 Commemorative Celebrate The Bitcoin Lightning Network!,not funny,0
3101,Striatal influences on paravermal cerebellar activity,Striatal influences on paravermal cerebellar activity,not funny,0
2723,Post-mortem inference of the human hippocampal connectivity and microstructure using ultra-high field diffusion MRI at 11.7 T,Post-mortem inference of the human hippocampal connectivity and microstructure using ultra-high field diffusion MRI at 11.7 T,not funny,0
806,Influence of Travelling on Decision-Making.,Influence of Travelling on Decision-Making.,funny,1
8045,Date 1st Available 25th 103 5 star reviews on 26th.  Did you deliver them by private jet? [SEP] Pabrito0809,Date 1st Available 25th 103 5 star reviews on 26th.  Did you deliver them by private jet? </s> Pabrito0809,funny,1
1825,Interactions between tayras (Eira barbara) and red-handed howlers (Alouatta belzebul) in eastern Amazonia,Interactions between tayras (Eira barbara) and red-handed howlers (Alouatta belzebul) in eastern Amazonia,not funny,0
203,Decreased level of psychobiological factor novelty seeking and lower intelligence in men latently infected with the protozoan parasite,Decreased level of psychobiological factor novelty seeking and lower intelligence in men latently infected with the protozoan parasite,funny,1
9847,Do you have other types without the large disclaimer on them to use for medium to close up shots in film? [SEP] PROP MONEY Real Looking Copy $100s Pack - AGED BLANK FILLERS Total $50000 for Movie TV Videos Advertising & Novelty,Do you have other types without the large disclaimer on them to use for medium to close up shots in film? </s> PROP MONEY Real Looking Copy $100s Pack - AGED BLANK FILLERS Total $50000 for Movie TV Videos Advertising & Novelty,not funny,0
2709,Convergent evidence of the contribution of TP53 genetic variation (Pro72Arg) to metabolic activity and white matter volume in the frontal lobe in schizophrenia patients,Convergent evidence of the contribution of TP53 genetic variation (Pro72Arg) to metabolic activity and white matter volume in the frontal lobe in schizophrenia patients,not funny,0
2480,Comments on Chen et al.: Conservative versus surgical management of Pipkin type I fractures associated with posterior dislocation of the hip: a randomised controlled trial,Comments on Chen et al.: Conservative versus surgical management of Pipkin type I fractures associated with posterior dislocation of the hip: a randomised controlled trial,not funny,0
16050,Has anyone's alert ever did anything I've had the Amazon alert for a month on this game and never got any word on it still [SEP] Fire Emblem Fates - Special Edition - Nintendo 3DS,Has anyone's alert ever did anything I've had the Amazon alert for a month on this game and never got any word on it still </s> Fire Emblem Fates - Special Edition - Nintendo 3DS,not funny,0
1011,An Epidemiological Study of Headache Among the Monks of Athos (Greece).,An Epidemiological Study of Headache Among the Monks of Athos (Greece).,funny,1
10092,I bought 64328 cans  last month they arrived promptly (thank you) but we lost the instructions to our centrifuge do you have a recommended rpm? [SEP] Uranium Ore,I bought 64328 cans  last month they arrived promptly (thank you) but we lost the instructions to our centrifuge do you have a recommended rpm? </s> Uranium Ore,not funny,0
2467,National and local initiatives are complementary and interrelated: a perspective from outside pediatrics,National and local initiatives are complementary and interrelated: a perspective from outside pediatrics,not funny,0
903,Similar mechanisms of traumatic rectal injuries in patients who had anal sex with animals to those who were butt-fisted by human sexual partner,Similar mechanisms of traumatic rectal injuries in patients who had anal sex with animals to those who were butt-fisted by human sexual partner,funny,1
12862,Can I goose-step comfortably in these stylish boots or are they primarily used for standing next to fascists while we gaze adoringly? [SEP] Ivanka Trump Womens ISSA,Can I goose-step comfortably in these stylish boots or are they primarily used for standing next to fascists while we gaze adoringly? </s> Ivanka Trump Womens ISSA,not funny,0
4767,"Isn't this Annabel ?! [SEP] Aurora World Raggedy Ann Classic Doll 16""","Isn't this Annabel ?! </s> Aurora World Raggedy Ann Classic Doll 16""",funny,1
10037,Why is Amazon allowing all of these obviously fake reviews? That is an excellent question which Amazon should answer. [SEP] Trump Make America Great Again Red Cap Collectible Ornament,Why is Amazon allowing all of these obviously fake reviews? That is an excellent question which Amazon should answer. </s> Trump Make America Great Again Red Cap Collectible Ornament,not funny,0
8339,Can I defend my village with it? [SEP] SZCO Supplies Viking Battle Axe,Can I defend my village with it? </s> SZCO Supplies Viking Battle Axe,funny,1
2039,A 3.3 mW K-Band 0.18-$\mu$ m 1P6M CMOS Active Bandpass Filter Using Complementary Current-Reuse Pair,A 3.3 mW K-Band 0.18-$\mu$ m 1P6M CMOS Active Bandpass Filter Using Complementary Current-Reuse Pair,not funny,0
15965,Is it a good price? [SEP] Ace Martial Arts Supply Double Ninja Swords with Sheath,Is it a good price? </s> Ace Martial Arts Supply Double Ninja Swords with Sheath,not funny,0
1155,Sibling Incest Avoidance: From Westermarck to Wolf,Sibling Incest Avoidance: From Westermarck to Wolf,funny,1
2741,If I ride this will it give me enough swag for me to not get bullied at school [SEP] Swagtron Swagskate Classic NG-1 Youth Electric Longboard UL 2272 Certified,If I ride this will it give me enough swag for me to not get bullied at school </s> Swagtron Swagskate Classic NG-1 Youth Electric Longboard UL 2272 Certified,funny,1
13444,Shouldn't this come with a Cosmog plush? [SEP] Pokemon Center Original Lillie Drum Bag,Shouldn't this come with a Cosmog plush? </s> Pokemon Center Original Lillie Drum Bag,not funny,0
895,Shrunken head (tsantsa): a complete forensic analysis procedure,Shrunken head (tsantsa): a complete forensic analysis procedure,funny,1
12690,Can a child age 6 play it? [SEP] Yoshi's Woolly World -  Wii U,Can a child age 6 play it? </s> Yoshi's Woolly World -  Wii U,not funny,0
7464,how can i buy a million dollar air pump? [SEP] Schylling Sea Monkeys Magic Castle,how can i buy a million dollar air pump? </s> Schylling Sea Monkeys Magic Castle,funny,1
1092,Position Paper: Management of Men Complaining of a Small Penis Despite an Actually Normal Size,Position Paper: Management of Men Complaining of a Small Penis Despite an Actually Normal Size,funny,1
352,Modelling of Interaction between a Spatula and a Human Brain,Modelling of Interaction between a Spatula and a Human Brain,funny,1
5609,Will it survive in the outer space ? [SEP] OontZ Angle 3 Enhanced Stereo Edition IPX5 Splashproof Portable Bluetooth Speaker with Volume Booster AMP 10 Watts Power Custom Bass Radiator 100' Wireless Range Bluetooth 4.2,Will it survive in the outer space ? </s> OontZ Angle 3 Enhanced Stereo Edition IPX5 Splashproof Portable Bluetooth Speaker with Volume Booster AMP 10 Watts Power Custom Bass Radiator 100' Wireless Range Bluetooth 4.2,funny,1
6408,Would my aunt LaFaquisha like these? [SEP] Comfortena Silicone Drink Coasters with Absorbent Felt | Easy to Clean 6-Piece Table Set for Glasses Cups and Mugs | Perfect for Tables with Wood Marble Glass Slate or Leather Surface | Black,Would my aunt LaFaquisha like these? </s> Comfortena Silicone Drink Coasters with Absorbent Felt | Easy to Clean 6-Piece Table Set for Glasses Cups and Mugs | Perfect for Tables with Wood Marble Glass Slate or Leather Surface | Black,funny,1
849,The Moral Behavior of Ethicists: Peer Opinion.,The Moral Behavior of Ethicists: Peer Opinion.,funny,1
2814,The NMDA receptor participates in respiration-related mitral cell synchrony,The NMDA receptor participates in respiration-related mitral cell synchrony,not funny,0
2810,Parental control and the dopamine D2 receptor gene (DRD2) interaction on emotional eating in adolescence,Parental control and the dopamine D2 receptor gene (DRD2) interaction on emotional eating in adolescence,not funny,0
902,Will this do the job to get me to the gates of valhalla or do i need a witness ? [SEP] Wilton 710-5521 Metallic Color Mist 1.5 oz Silver,Will this do the job to get me to the gates of valhalla or do i need a witness ? </s> Wilton 710-5521 Metallic Color Mist 1.5 oz Silver,funny,1
2183,Identification of a sex pheromone component of the geometrid moth Milionia basalis pryeri,Identification of a sex pheromone component of the geometrid moth Milionia basalis pryeri,not funny,0
2414,"Point-of-care ultrasound in intensive care units: assessment of 1073 procedures in a multicentric, prospective, observational study","Point-of-care ultrasound in intensive care units: assessment of 1073 procedures in a multicentric, prospective, observational study",not funny,0
493,Ventriloquism-an area for research,Ventriloquism-an area for research,funny,1
3697,Will this make the water taste better? Currently my toilet water quality is only so-so. [SEP] GlowBowl 54564 A-00452-01 Motion Activated Toilet Nightlight,Will this make the water taste better? Currently my toilet water quality is only so-so. </s> GlowBowl 54564 A-00452-01 Motion Activated Toilet Nightlight,funny,1
2806,Risk patterns and correlated brain activities. Multidimensional statistical analysis of FMRI data in economic decision making study.,Risk patterns and correlated brain activities. Multidimensional statistical analysis of FMRI data in economic decision making study.,not funny,0
2288,Will this scope help me find that smoking hot girlfriend that has always eluded me? [SEP] ATN X-Sight II HD 5-20 Smart Day/Night Rifle Scope w/1080p Video Ballistic Calculator Rangefinder WiFi E-Compass GPS Barometer IOS & Android Apps,Will this scope help me find that smoking hot girlfriend that has always eluded me? </s> ATN X-Sight II HD 5-20 Smart Day/Night Rifle Scope w/1080p Video Ballistic Calculator Rangefinder WiFi E-Compass GPS Barometer IOS & Android Apps,funny,1
1892,"Alexandr Pavlovich Rasnitsyn, (palaeo)entomologist extraordinaire  a personal appreciation","Alexandr Pavlovich Rasnitsyn, (palaeo)entomologist extraordinaire  a personal appreciation",not funny,0
15075,will this fit in a taper sized candle holder? [SEP] CRYSTAL JOURNEY Candle Pillar Love 1 EA,will this fit in a taper sized candle holder? </s> CRYSTAL JOURNEY Candle Pillar Love 1 EA,not funny,0
8900,Does this ring have magic powers so i wont burn in the sun? [SEP] Susen Fashion Vintage Vampire Diaries Salvatore Damon Stefan Finger Family Crest Ring,Does this ring have magic powers so i wont burn in the sun? </s> Susen Fashion Vintage Vampire Diaries Salvatore Damon Stefan Finger Family Crest Ring,funny,1
2237,Can Chest CT Decrease the Use of Preoperative Bronchoscopy in the Evaluation of Suspected Bronchogenic Carcinoma,Can Chest CT Decrease the Use of Preoperative Bronchoscopy in the Evaluation of Suspected Bronchogenic Carcinoma,not funny,0
2151,Can I grow dank weed with these lights? [SEP] Zenex H7 8000K HID Xenon Bulbs (1 Pair Iceberg Blue),Can I grow dank weed with these lights? </s> Zenex H7 8000K HID Xenon Bulbs (1 Pair Iceberg Blue),funny,1
2851,Are tool properties always processed automatically? The role of tool use context and task complexity,Are tool properties always processed automatically? The role of tool use context and task complexity,not funny,0
8476,Will these pins make me the best there ever was? [SEP] Pokemon Gym Badges Set of 8PCS (Red),Will these pins make me the best there ever was? </s> Pokemon Gym Badges Set of 8PCS (Red),funny,1
2562,Protagonist: endoscopic surveillance of patients with Barrett's oesophagus.,Protagonist: endoscopic surveillance of patients with Barrett's oesophagus.,not funny,0
16532,how long is the blade [SEP] Elk Ridge ER-107 Outdoor Fixed Blade 8-Inch Overall,how long is the blade </s> Elk Ridge ER-107 Outdoor Fixed Blade 8-Inch Overall,not funny,0
3224,Inaccuracy and instability of sequential movements in Parkinson's disease,Inaccuracy and instability of sequential movements in Parkinson's disease,not funny,0
1754,Is it from Ollivanders? [SEP] The Noble Collection Harry Potter Wand,Is it from Ollivanders? </s> The Noble Collection Harry Potter Wand,funny,1
1495,Will this fan being so small be able to aid peace in the world? [SEP] Honeywell HT-900 TurboForce Air Circulator Fan Black,Will this fan being so small be able to aid peace in the world? </s> Honeywell HT-900 TurboForce Air Circulator Fan Black,funny,1
2235,Occurrence ofCandida strains in cases of paronychia,Occurrence ofCandida strains in cases of paronychia,not funny,0
1832,Comparative multivariate analysis of biometric traits of West African Dwarf and Red Sokoto goats,Comparative multivariate analysis of biometric traits of West African Dwarf and Red Sokoto goats,not funny,0
7086,"can is slice through watermelons and zombie necks? I'm loking for something that can [SEP] 27.5"" Large Blood Rayne Ninja Forearm Vampire Zombie Machete Sword Blade Knife","can is slice through watermelons and zombie necks? I'm loking for something that can </s> 27.5"" Large Blood Rayne Ninja Forearm Vampire Zombie Machete Sword Blade Knife",funny,1
2074,HTSC Levitation Experiment With AC Current Modeling After EDS Maglev,HTSC Levitation Experiment With AC Current Modeling After EDS Maglev,not funny,0
638,"Impression of Characters in the Japanese Magical Girl Anime Metaseries, ""Pretty Cure""","Impression of Characters in the Japanese Magical Girl Anime Metaseries, ""Pretty Cure""",funny,1
312,The Ratio of 2nd to 4th Digit Length: A New Predictor of Disease Predisposition?,The Ratio of 2nd to 4th Digit Length: A New Predictor of Disease Predisposition?,funny,1
167,Should I join the cartels to be able to buy this TV? [SEP] Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,Should I join the cartels to be able to buy this TV? </s> Samsung UN105S9 Curved 105-Inch 4K Ultra HD 120Hz 3D Smart LED TV,funny,1
10487,What are the dimensions? What is the maximum range? [SEP] DASHUHUWAI Key finder Bluetooth Anti Lost Alarm with Remote Camera Shutter - Blue,What are the dimensions? What is the maximum range? </s> DASHUHUWAI Key finder Bluetooth Anti Lost Alarm with Remote Camera Shutter - Blue,not funny,0
9904,are any of the reviews posted written by a 'verified purchaser'? [SEP] Trump Make America Great Again Red Cap Collectible Ornament,are any of the reviews posted written by a 'verified purchaser'? </s> Trump Make America Great Again Red Cap Collectible Ornament,not funny,0
1485,Fictional privacy among Facebook users.,Fictional privacy among Facebook users.,funny,1
1968,Comparison of effective /spl alpha/ parameters for multiquantum-well electroabsorption modulators,Comparison of effective /spl alpha/ parameters for multiquantum-well electroabsorption modulators,not funny,0
2099,Adaptive FEC-based lightpath routing and wavelength assignment in WDM optical networks,Adaptive FEC-based lightpath routing and wavelength assignment in WDM optical networks,not funny,0
1998,Bunch by Bunch Intensity Monitor for Fermilab Main Ring,Bunch by Bunch Intensity Monitor for Fermilab Main Ring,not funny,0
1311,Mother-offspring recognition in the domestic cat: Kittens recognize their own mother's call.,Mother-offspring recognition in the domestic cat: Kittens recognize their own mother's call.,funny,1
17289,Are these effective in plugs 11 inches from floor and above? (Some of these ultrasonic plugs have to be at least 30 inches.) [SEP] Pest Soldier Electronic Plug Ultrasonic Pest Control Repeller for Insects - White Set of 4,Are these effective in plugs 11 inches from floor and above? (Some of these ultrasonic plugs have to be at least 30 inches.) </s> Pest Soldier Electronic Plug Ultrasonic Pest Control Repeller for Insects - White Set of 4,not funny,0
1183,I was wondering if this will work on hard boiled eggs too? [SEP] Hutzler 571 Banana Slicer,I was wondering if this will work on hard boiled eggs too? </s> Hutzler 571 Banana Slicer,funny,1
1642,Investment Behavior and the Negative Side of Emotion.,Investment Behavior and the Negative Side of Emotion.,funny,1
745,Quantification of the Abrasive Wear of a Gold Wedding Ring,Quantification of the Abrasive Wear of a Gold Wedding Ring,funny,1
7662,could this david sling be labled a slungshot under california law [SEP] Paracord Shepherd Sling (Old-fashioned Slingshot) Handmade By David the Shepherd (Black),could this david sling be labled a slungshot under california law </s> Paracord Shepherd Sling (Old-fashioned Slingshot) Handmade By David the Shepherd (Black),funny,1
9278,Why did i not recieve included award [SEP] World's Best Farter I Mean Father Funny Gift for Dad Men's T-Shirt X-Large Gray,Why did i not recieve included award </s> World's Best Farter I Mean Father Funny Gift for Dad Men's T-Shirt X-Large Gray,funny,1
2095,An extension of the Hirsch index: Indexing scientific topics and compounds,An extension of the Hirsch index: Indexing scientific topics and compounds,not funny,0
6448,I just wanted to confirm if the $100.00 comes with it? [SEP] Clothink Women's Wallet PU Leather Hollow Out Card Holder Stylish Trifold Small Purse Brown,I just wanted to confirm if the $100.00 comes with it? </s> Clothink Women's Wallet PU Leather Hollow Out Card Holder Stylish Trifold Small Purse Brown,funny,1
12841,Can you use a sledge hammer on this like you can with a maul/wedge? [SEP] Fiskars x27 Super Splitting Axe 36 Inch 378841-1002,Can you use a sledge hammer on this like you can with a maul/wedge? </s> Fiskars x27 Super Splitting Axe 36 Inch 378841-1002,not funny,0
2477,An unusual clinical presentation of ocular trauma in a child,An unusual clinical presentation of ocular trauma in a child,not funny,0
16502,Where is it made? [SEP] Viosi RFID Men's Leather Magnetic Front Pocket Money Clip Wallet,Where is it made? </s> Viosi RFID Men's Leather Magnetic Front Pocket Money Clip Wallet,not funny,0
1641,The Relation Between Dominance and Exploratory Behavior is Context-Dependent in Wild Great Tits.,The Relation Between Dominance and Exploratory Behavior is Context-Dependent in Wild Great Tits.,funny,1
3263,Effects of background noise on inter-trial phase coherence and auditory N1 P2 responses to speech stimuli,Effects of background noise on inter-trial phase coherence and auditory N1 P2 responses to speech stimuli,not funny,0
2793,Vision can recalibrate the vestibular reafference signal used to re-establish postural equilibrium following a platform perturbation,Vision can recalibrate the vestibular reafference signal used to re-establish postural equilibrium following a platform perturbation,not funny,0
1999,My cat does not like this thing and attacked it severely. Cat was winning but I went to full power and cat lost.  Anyone know a good cat vet? [SEP] UDI U818A 2.4GHz 4 CH 6 Axis Gyro RC Quadcopter with Camera RTF Mode 2,My cat does not like this thing and attacked it severely. Cat was winning but I went to full power and cat lost.  Anyone know a good cat vet? </s> UDI U818A 2.4GHz 4 CH 6 Axis Gyro RC Quadcopter with Camera RTF Mode 2,funny,1
2496,"Mycophenolate mofetil, together with cyclosporin A, prevents anti-OKT3 antibody response in kidney transplant recipients.","Mycophenolate mofetil, together with cyclosporin A, prevents anti-OKT3 antibody response in kidney transplant recipients.",not funny,0
17976,"what is "" 4% Plant Based Surfactant"" exactly? [SEP] Pure Cold Pressed ORANGE OIL Concentrate - 32 oz (D-Limonene)","what is "" 4% Plant Based Surfactant"" exactly? </s> Pure Cold Pressed ORANGE OIL Concentrate - 32 oz (D-Limonene)",not funny,0
2403,Synovial Sarcoma in the Foot of a 5-Year-Old Child,Synovial Sarcoma in the Foot of a 5-Year-Old Child,not funny,0
3143,The significance of nucleus raphe dorsalis and centralis for thermoafferent signal transmission to the preoptic area of the rat,The significance of nucleus raphe dorsalis and centralis for thermoafferent signal transmission to the preoptic area of the rat,not funny,0
3439,Dumb question:  Do betta fish eat these things?  At least my betta fish decided to take some nibbles.... [SEP] Aquatic Arts 12 Painted Fire Red Cherry Shrimp (Breeding age young adults 1/2 to 1 inch long) + Java Moss Brand Food Sample,Dumb question:  Do betta fish eat these things?  At least my betta fish decided to take some nibbles.... </s> Aquatic Arts 12 Painted Fire Red Cherry Shrimp (Breeding age young adults 1/2 to 1 inch long) + Java Moss Brand Food Sample,funny,1
